header
49147,12415112,13719840,25309184,4294967296,21581824,200,2003
49147,12442168,13719840,25440256,4294967296,21643264,200,2018
49147,12472096,13719840,23400448,4294967296,21884928,200,2027
49147,12500864,13719840,21319680,4294967296,21975040,200,2053
49147,12526392,13719840,21430272,4294967296,22003712,200,2086
49147,12551960,13719840,20455424,4294967296,22036480,200,2120
49147,12577528,13719840,20938752,4294967296,22093824,200,2153
49147,12603096,13719840,21024768,4294967296,22126592,200,2187
49147,12628624,13719840,20733952,4294967296,22167552,200,2234
49147,11816360,13719840,20185088,4294967296,23072768,200,2254
49147,11841928,13719840,20242432,4294967296,23101440,200,2287
49147,11867496,13719840,19275776,4294967296,23134208,200,2320
49147,11893064,13719840,21352448,4294967296,23162880,200,2353
49147,11918632,13719840,23842816,4294967296,23191552,200,2387
49147,12001656,13719840,12967936,4294967296,25006080,200,2439
49147,12027064,13719840,22966272,4294967296,25034752,200,2460
49147,12052552,13719840,23179264,4294967296,25079808,200,2487
49147,12095984,13719840,22368256,4294967296,25194496,200,2522
49147,12156560,13719840,23457792,4294967296,25427968,200,2559
49147,12309312,13719840,22392832,4294967296,26329088,200,2595
49147,12359912,13719840,22474752,4294967296,26411008,200,2620
49147,12385136,13719840,21483520,4294967296,26435584,200,2653
49147,12410280,13719840,21594112,4294967296,26460160,200,2686
49147,12442904,13719840,20602880,4294967296,26550272,200,2719
49147,12486128,13719840,19664896,4294967296,26619904,200,2754
49147,12511768,13719840,19722240,4294967296,26644480,200,2787
49147,12536992,13719840,19832832,4294967296,26673152,200,2819
49147,12562216,13719840,19890176,4294967296,26697728,200,2853
49147,12592112,13719840,19972096,4294967296,26734592,200,2886
49147,12617336,13719840,20058112,4294967296,26759168,200,2920
49147,12642480,13719840,19120128,4294967296,26787840,200,2953
49147,12668800,13719840,19206144,4294967296,26845184,200,2988
49147,12693944,13719840,19316736,4294967296,26869760,200,3020
49147,12719128,13719840,23928832,4294967296,26976256,200,3054
49147,12772680,13719840,24010752,4294967296,27045888,200,3087
49147,12797000,13719840,23019520,4294967296,27066368,200,3119
49147,12821320,13719840,23101440,4294967296,27115520,200,3152
49147,12845768,13719840,23158784,4294967296,27144192,200,3186
49147,12870056,13719840,23240704,4294967296,27168768,200,3219
49147,12894344,13719840,23334912,4294967296,27213824,200,3253
49147,12918672,13719840,23420928,4294967296,27238400,200,3286
49147,12942960,13719840,23490560,4294967296,27258880,200,3321
49147,12967288,13719840,24154112,4294967296,27324416,200,3353
49147,12991616,13719840,22896640,4294967296,27348992,200,3390
49147,13015904,14751776,23633920,4294967296,27398144,200,3420
49147,12225128,14751776,16510976,4294967296,26877952,200,3454
49147,12249416,14751776,24576000,4294967296,26902528,200,3486
49147,12273744,14751776,23666688,4294967296,26951680,200,3521
49147,12298072,14751776,23863296,4294967296,26976256,200,3553
49147,12322360,14751776,23973888,4294967296,27000832,200,3587
49147,12346688,14751776,23113728,4294967296,27156480,200,3620
49147,12380336,14751776,23195648,4294967296,27185152,200,3653
49147,12404536,14751776,22233088,4294967296,27209728,200,3686
49147,12428736,14751776,22343680,4294967296,27275264,200,3720
49147,12454200,14751776,22401024,4294967296,27303936,200,3753
49147,12478360,14751776,22511616,4294967296,27328512,200,3786
49147,12502560,14751776,22568960,4294967296,27443200,200,3819
49147,12526760,14751776,22650880,4294967296,27467776,200,3853
49147,12550920,14751776,22708224,4294967296,27553792,200,3886
49147,12575120,14751776,22790144,4294967296,27574272,200,3920
49147,12599320,14751776,22626304,4294967296,27598848,200,3953
49147,12624904,14751776,22708224,4294967296,27639808,200,3986
49147,12649104,14751776,22765568,4294967296,27664384,200,4020
49147,12673264,14751776,21823488,4294967296,27688960,200,4053
49147,12697464,14751776,21905408,4294967296,27762688,200,4089
49147,12721704,14751776,22016000,4294967296,27787264,200,4124
49147,12745904,14751776,22073344,4294967296,27807744,200,4153
49147,12770064,14751776,21135360,4294967296,27856896,200,4186
49147,12794264,14751776,21225472,4294967296,27881472,200,4220
49147,12818424,14751776,21336064,4294967296,27930624,200,4253
49147,12842584,14751776,20344832,4294967296,27955200,200,4286
49147,12866744,14751776,20426752,4294967296,27979776,200,4319
49147,12890904,14751776,20553728,4294967296,28012544,200,4353
49147,12915064,14751776,20635648,4294967296,28041216,200,4386
49147,12939224,14751776,21237760,4294967296,28065792,200,4419
49147,12963424,14751776,21319680,4294967296,28119040,200,4454
49147,12987584,14751776,20328448,4294967296,28147712,200,4486
49147,13011784,14751776,20451328,4294967296,28168192,200,4519
49147,13035944,14751776,20639744,4294967296,28221440,200,4553
49147,13060104,14751776,20746240,4294967296,28246016,200,4586
49147,13084304,14751776,20803584,4294967296,28311552,200,4620
49147,13108504,14751776,19865600,4294967296,28336128,200,4654
49147,13132664,14751776,19922944,4294967296,28340224,200,4686
49147,12340944,14751776,21053440,4294967296,27574272,200,4719
49147,12365144,14751776,20094976,4294967296,27598848,200,4753
49147,12389304,14751776,20205568,4294967296,27631616,200,4786
49147,12413504,14751776,20262912,4294967296,27656192,200,4820
49147,12437704,14751776,19296256,4294967296,27680768,200,4853
49147,12461864,14751776,19353600,4294967296,27705344,200,4886
49147,12486064,14751776,19435520,4294967296,27729920,200,4920
